full_text,label
@yasmeen_9 Tum Pakistanis ka wajood kya hai 65Crs diya thhe partitions ke wakht aaj phir bhi tum bhikhari ho aur hum Hindustani dekh lo hamra ISRO Aaaj duniya ke liya satellite launch karta hai aur tum kya kar sakhte ho bus terrorism,Hate Speech
@pinkvilla Rabid is so old Buddha makeup se Buddha jawaan bantaa hai ab Buddha jawaan bachi alia ko bhi nahi chodega buddhe much toh buddape aur apne karnaame ke chalte bachi alia ko toh chod deta Jo bachi ko bhi fusla liya hate Buddha rk hate sonam jitni age ki gf shai thi na ki bachi alia,Normal Speech
@ArchanaDalmia @narendramodi_in @CMRajasthan Hindustan ke tamam log chahte h ke jis trah se auraton ke upar crime bhadr rha h gang rape ke waqia ho rha iske liye central govt wali modi sarkar 1 strong law bnaye,Normal Speech
@iamdkt12 Maine aapko ulta sidh nahi bola jaise aap bol rahe hain mai kyun meri jubaan gandi karu aisa bol kar aur jo log thodi si baat par ulta sidha bol sakte hain unke liye kaya padmavati aur kaya kisi rape ki hui bachi ki chinta,Normal Speech
Ki jab rape yanee atyachar hota hey,Normal Speech
@cmohry @mlkhattar Apki Ager 35 saal ki beti ke sath rape hota hai to aap kya karoge ap phasi ya sirf saja Rape kisi ke sath bhi ho or koei bhi kre ussse sirf or sirf Phasi hi milani chaiye,Normal Speech
"@ashu3page Ab desh me ek Tanashahi jaisa mahool ho gaya ,Jo accha kam karega usko khatam hi karna hai.....hate this judiciary,election commission,President..",Hate Speech
@rashtrapatibhvn @Yadavdimpalsp Air Jo rape ho rahe h kabhi us par bhi bolo,Normal Speech
@abpnewshindi Ajay s/o ramdas vill and post nawar ka nibasi hai jisne ek 6 year ki ladki rape kiya hai aur us ladki ke parents bahut ghabraye huye hai ajay ke ghar bale dhamki de rahe hai case bapas lelo nhi to ham kisi ko nhi chhodenge so ham sab gav basi ka nivedan hai ki us papi ko kadi se,Normal Speech
#KarniSena   khuch daand ke  kaam bhi  kar leya karo  desh me aaj bhi  nabalik ke sath rape hote hai waha jaya karo virood karne,Normal Speech
@SanjayS92160998 @SumitVasudevYa5 @INCIndia Desh me tum bhi hu khud bhi kuch karo— 2014 ke pehle  tak kitne rape huwe hai,Normal Speech
@Erlokesh3 @ElectionsnIndia News dekhle pata chal jayega jiska rape hua woh mare bahen toh nhi thi but mujhe farq padta hain our ajj kya rozz dekh 10 case  mileage,Normal Speech
@ShilpaaFTW @PoohIsBackk Tum log apna dekho na yaha kyu aaye hum log apna enjoy kar rahe hai jo tumlog ko nahi aata tumahre mata ne sirf hate karna sikhaya hai na sad....😂😂😂😂😂😂😂😂,Normal Speech
@narendramodi @MVenkaiahNaidu @VPSecretariat Sir aap kam Acha krte ho but economy ko side Rakh kr dekhe toh roj news mein rape ki news hoti hai usko bhi consider kijiye,Normal Speech
@BiggBossNewz Aaj Jo Kiya h na reality show ne I hate him for my life disgusting kaise koi itna gir skta h apne faide ke liye saari hade paar kr Di..,Hate Speech
@IAmFaisalKhan1 @BabaaFunky @chaudhry_nabeel @FarhanKVirk @KonpalPti @HassanCh12 @abidamunir110 @AftabAfridiPTI @mehranmani1 @asamkhan852 @PakistaniMN @qaiserthethia @ShkhRasheed Tum toh Sur ko apna najayez baap manate ho Jo Roz tumaahri maa kaa rape karta hai taki tum paida ho sako😂,Normal Speech
Bigg boss jitna imp nhi hai fans jitna imp hai nd vikas ne fans kamaye hai mataji ke fandom jaise nhi hai Jo apne hi fandom se ladte rahate hai😂😂😂shame on you Shilpa fandom grow up.waise mataji plz yeh ladne wale logo ke liye live aa jao warna ek dusre ka murder karege yeh log,Normal Speech
@ayeshamaria007 sab k dil ki baat aisi he hai! koi working Saturdays sey pyar nahi kerta! we hate them,Normal Speech
@ashcreater @ReenaHooda6 @AmirahBNG @ArshiKOfficial @ShindeShilpaS I hate pungi ....unka Naam maat lo mere samne ......Shilpa or Arshi k jhagde ki wajha Wahi hai,Hate Speech
@JayantKrSingh4 @AmitShahOffice @myogiadityanath @AmitShah @BJP4UP @BJP4India @kpmaurya1 @DrMNPandeyMP International leval pe to desh ki bhut wah wah ho rahi hai acha hai par national leval pe bhi bharastachar chori rape ho rahe hai uspe dhayaan de ye sab kanoon sakhat na hona police dwara karwai na karne ki wajah se ho raha hai,Hate Speech
"@IAmFaisalKhan1 Oye Afghanistaniyo ki najaayez aulaad, apne prophet ki Randi Ayesha Ko puch uska rape kyu Kiya tha😂",Normal Speech
@aiyaary Akkhi ki fan thi ab I hate him...,Hate Speech
@aajtak Yogi for up k slogens lage hume b laga kuch naya hoga.. honestly in was the happiest person to hear this ab laga up sahi mein change hoga but kya hua crime bada rape cases bade..ab samjh aaya khel sirf kursi ka hai log hayen bhaad mein,Hate Speech
@Hazeefafatimah Han hate se zada kuch ho nhi sakta. Dil krta hai aese logo ko gair qanoni saza du!,Hate Speech
Bhai humane desh main terrorism ka ek Hi colour Hai.. Baaki saab public sentiments Hai..  #JaiHind #indiarising,Normal Speech
"@Narendermodi_PM Yeduurappa is honest, Jay Shah is honest, Mopalwar is honest, Prakash Mehta is honest, A Raja is honest, Adarsh scam nahin hua,Betiyoon ka rape nahin ho Raha hai....Aapko Zara si bhi sharam hai kya  jo ab bhi naitikta aur Desh bhakti ki baatein karte hai sir.",Hate Speech
@anilvijminister Sir aap Haryana me ho rahe rape ton dekhe #haryana,Normal Speech
"@NavjotChauhan @rajputsena @RAJPUTAS @ShreeKarniSena @ZeeNews Nd One more thing agar koi Hindu apne haqq ki ya apne against kuchh ho tabhi pseudo intellectual ko ""Rape, inntolarance,murder,Kyun yaad aata hai? And inko rape hui ladki ke sath itna lagav hai toh sirf NirbhayaKand ke time kyun road par the?  1/2",Hate Speech
"Aarz kiya hai, station peh gaadi aksar late hoti hai, station peh gaadi aksar late hoti hai; jisse love hota hai, ussi se hate hoti hai! 😂😂 Mera rudy❤️👌👌🤣🤣 #Ishqbaaaz",Normal Speech
@ShamaAyyub rape ke liye koi bjp ya congress jimewaar nhi h..eske liye pura samaj jimmewar hai,Normal Speech
@News18India @ashu3page @KirronKherBJP @INCIndia @BJP4India @OfficeOfRG Lekin bachho se rape normal ghatna nahi hai bachho se rape par phansi ki saja ho Aisa kanun bane,Normal Speech
"@Mana_K_Hum_ @HerdHUSH @TheRealityShows @RiaRevealed @Gajal_Dalmia @mariaNHQ @shilpa_shindey @shilpuchichu @Team_Shilpa @ShilpaFan1 @TeamShilpaStans @angleanjal Ye asal mein ghina khan ka hi supporter hai ya ab pese mile rocky se shilpa ke fans mein divide karne ke liye , divide hoga toh fan folowing kam hogi hi , yahan bhi dirty mind game chal rahi, and ye sab karke logon ke mind divert kar rahe jo ghina ke liye hate msgs likh rahe the",Hate Speech
"@ritikaagrawal67 @sekartweets Rape and woman persecution ke khilaf awaz toh uthate hi hai iska matlab yeh nahi Kisi aur ke khilaf awaz na uthae, waise bata du film ka virodh bhi rapist aur woman's kidnaper khilji ke wajah se hi hai.",Normal Speech
"@narendramodi @wef Betiyoon ka rape ho Raha hai Lekin AAP toh Apne aish aaram me mast hai...Desh Ko Bewakoofiyaan banate  banate Abhi Maan nahin bhara kya saheb..2G nahin hua ,Adarsh nahin hua, Mopalwar free, axis bank free, and PM saheb on world tour..Desh sharminda hai ki aapko Suna aur chuna",Normal Speech
"@vidhiagrawal70 aap do loogo ki 10 din purani conversation ko stalk kr k apnay hate comments leave kar rahi hain , meiney aap ki conversation me jaa k nahi likha , aur na hee koi mean baat kahi",Normal Speech
@umeshw14 Modi upar wale se dar.Bina awaj ki lathi lagegi tub akal aayegi.Desh ke shubhchintak awaaj uthao Democracy ke rape ka,Hate Speech
Dear @gulenaghmakhan main aapki bahut badi fan hu kyonki aapne mujhe aarshi aur mere #rikara jaise itni intense jodi di but still now i hate you kyonki aapne mere rikara ko mujhse 6in liya ab se main aapki fan nahi hun.,Normal Speech
@bilalfqi I hate these muslim molvis n hindu babas jo dusro ki khushiyon Ko daba ke khud itne maje lete he chupke.,Hate Speech
@AshaNegi7 @rithvik_RD Hina ki awaz se Problem hai tume kabhi khudh ki awaz suni hai kaano mai blood aajathai hai tumare awaaz tum show mai mazak ke naam pe insult karthe ho sabki woh sahi agar wahi kohi karde tho galath troll karna shuru hojatha tumara gatiya show ki gatiya employee hate u,Hate Speech
@wardakayani Naaaa hate chai,Normal Speech
Ek 6 sal ki ladki rape karke gav me ghum raha ajay&amp;/0 ramdas vill and post nawar dist Jalaun up  cm yogi ji ki sarkar kya kar rahi hai us ladki ko insaf milna chahiye yogi ji se nivedan hai samst gram basi nawar,Hate Speech
@Ankitaacharya14 @narendramodi @ravishndtv @KaranThapar_TTP @sardesairajdeep @sagarikaghose Yes but they should be bilateral.. aisa to ho hi nahi sakta na ke poori duniya ko Jo aadmi pasand aata ho uska poore jor se hate karne Wala hi honest ho,Hate Speech
@INCMP @INCIndia @OfficeOfKN @JM_Scindia @MPArunYadav @ASinghINC @VTankha Lagao jhute shivraj mai i hate mama,Normal Speech
@hindunisth @aajtak Ek movie ne logo ko gyan gyani bana diya.  Haryana me rape horahe hai kabhi uske liye b lecture dedijiye ya beti bheno ke liye guru gyan khatam hogua apke pass,Normal Speech
@iamdkt12 Aur rahi karni sena ki baat to kaya aap ye chahte hain jab kisi kaa rape ho to jhande nikaale karni sena k aur batayen ki hum virodh kar rahe hain karni sena kaa koi aadmi us nirbhya vaale virodh may bhi they kaya usme aap jaise log they,Hate Speech
@INCMP @INCIndia @OfficeOfKN @JM_Scindia @MPArunYadav @ASinghINC @VTankha Is rape pidita ke sath poora desh hona chahiye aur mahila congress is me poorta sahyog kre aur use insaf dilaye,Normal Speech
@NitishKumar @wscid @narendramodi @ bihar vijaipurthana police bauhat hi bada kand hone pe risvat le ke chut hai ek  ladki ki kidnap kar ke rape kar ke murder kar diya gya hai vijaipurthana  police mila hai Mukesh kumar bade babu jo 12 lakh rupya le ke case ko daba rha hai https://t.co/JL1DkoqVDT,Normal Speech
@APillania @AnkitLal @LambaAlka @HardikPatel_ @AcharyaPramodk @sanjivbhatt @jayantrld @jigneshmevani80 @News18India @ashwini_jakhar Par 18 saal se kam ka ladka rape kare toh faasi nahi milegi,Normal Speech
@charlieangie999 @PMYogiji @PMOIndia @narendramodi Agar tumhara payari bahan ko koi rape kare aur private place mein chaku markar khatam karde to tum ahinsa ki mukhota pahankar oose samjao ge ???,Normal Speech
@Zupergirll ranveer singh ne rape kar dia isliye,Normal Speech
@cmohry @mlkhattar Haan aur 12 saal se upar wali ladkio ka rape karne pe aap rapists ko laddoo dena,Normal Speech
@iac7media @filmpadmaavat @deepikapadukone @harishsalvee @SrBachchan @AnupamPkher @AnushkaSharma @SKFilmsOfficial @BeingSalmanKhan @i_m_mansi_19 @NehaShalini2 Sar aap se hate jodkar nivedhan karta hu ki meri sister Ko Baramat karyor polic Ko karavay karane ke aadhsh d,Normal Speech
@Ankit1267 @NaveenP48957032 @BJP4India @narendramodi @ravishndtv Tumhare pidi bhaiya ne kya bola tha rape k baad Pata Hai na..aur abhi ek bhi rape india k kisi kone me ho jata Hai toh Kitta bolte ho modi ye Hai wo Hai. Jab acche se delhi ko secure ni kr paye tumhare aka in 65 saalon me toh kuchh toh compensate krne k liye krna parega na.,Normal Speech
"@charlieangie999 @PMYogiji @PMOIndia @narendramodi Are bato agar tumhara bahan ko koi rape karke murder karde to tum ahinsa ki raste pe chalkar oose payar se samjaoge , ki aur kisiko rape nakare ????",Normal Speech
Hudda ke samay me isase double rape hote the lekin us samay sonia bolti thi.. hai na https://t.co/8eavokHhUb,Hate Speech
@tehseenp Are mc kya cong shashan me rape nahi hota tha,Normal Speech
@cmohry @mlkhattar To log ab 12 saal se kam ki rape Ni karenge . 12 saal se jyada ki karenge phasi se Bach jayenge. Agar rape ko rokna hi h to sbhi rapist ko phasi do . 12 saal se km aur jyada kya,Normal Speech
@Satyana37230341 jab rape hote h tabkyun karni_sena chup hoti h tab nari shakti n samman kyun yaad nhi_aata n aaj bhi hazaro mahillae haryana n rajasthan up m harasment ka n rape ka sikhar hori_h apna gussa wahan dikhao_to jyada khushi milegi mjhe,Hate Speech
@ZeeNewsHindi Sir @mlkhattar  jee kya 12 saal sey upar walo ka rape rape nahi hota kya... fansi  ki saja sirf upto12 years kyu sab per rakho na..? Ab rape waley b adhar card per age dekh ker rape karengey kya...?,Normal Speech
"@Tera_Phaijal @Ikumar7 @geeta_phogat @BabitaPhogat @DuttYogi @virendersehwag @mehartweets Ye jo geeta phokat hai na, wo bhakt hai. usko sirf muslim se nafrat hai, rape se nahin. BJP ke neta bole na rape to hota hi rehta hai.",Hate Speech
@Rivaaaahh Yeh koi umar bhala hate ki,Normal Speech
@findingkhaini Plz uska naam mat lijiye.. sab utar jaati hai.. hate him,Hate Speech
@HardikPatel_ @AamAadmiParty @ArvindKejriwal @DrKumarVishwas Tumhe jatiwadi rajniti karte sharma nahi aati. Ek din tumhara wajood khatma ho jayega aur aur public tumse hate karegi,Hate Speech
Bachchiyon se rape karnewalon ko kutton ki mout mar dena chahiye.,Hate Speech
@rockinggtina @OhhhhTweets @RitikRai619 Sir ji I am sure chillane se kuchh valid nahi ho jata but I am more sure ki solid argument dene se bhi kuchh nahi hai..jinko jisko support karna hta hai wo karte hain..Yezidi women ke rape ke kitne solid argument chahiye..poori duniya me bataiye kitne powrful log saath hain.,Normal Speech
@RealQueenSimren Rajput ke khilaf post nhi hai ye galat soch ke khilaf hai jo supreme court ko nhi mane sena ko uksae ye desdrohi hai mgr sarkar khamosh hai. Agr krni sena ko fikar hai to rape hota hai uske insaaf ke lie aandolan kre naari ka samnan nhi ye apni takat dikhana chah rha hai,Normal Speech
"O je rail mein to mumkin hi nahi hai rape karna....3 dafa main nay koshish ki lekin nakam raha---- @KhSaad_Rafique, Railway Minister https://t.co/wHe0W9bonn",Normal Speech
@Divedi____Adi @champ4561 Kyun aap log padmavt ko hi target ker rahe ho ...porkistan roj siezefire tod raha tab koi kuch nai bolta .desh mai roj rape or murder jaisi vardaten hoti tab bhi kuch nai bolta ...maa Padmavati ka samman mai bhi karta hoon per pehle desh. Wake up india ......or bhi prob hai......,Hate Speech
"@FazalAbbax @DrAliya7 han wo suit karta hai k bachiyo ka rape hota jay,log mary,ye corupt kuch na kary,dr Aliya boli to suit nai krta ap ko?",Normal Speech
SC ko masooon ke saath rape karne walon ko mritudand dena chahiye.Iske liye kendra se Kanoon banane ka aagrah karna chahiye.,Normal Speech
@MaryamNSharif os maa se contect kro jis ki beti ka rape jis ka beta qatel jis ki jawan beti aghwa or jin k ha khany ka rashen nhi he jo baap be rozgari ki waja se bachy bechny road pe khara hota he os maa se pocho jo logo k gher ja ja k kaam krti he naam sharif rakhny se koch nhi hota he.,Hate Speech
@Megha_Aggarwal_ @Monika88283718 @girirajsinghbjp Abe chutye kya asaram asaram laga rakhkha abe yuhi deash barbad hora ek rapist ko sale guru maan lete ho aur apni beheno ka rape karwate ho,Hate Speech
@Pervaiz_Khattak Mashal khan ko too pehly insaf dila looo or us bachi ko jis ky sath 5 logo ny rape kiya sare aam,Hate Speech
@Janbaazk707 @MNSinghh @PMYogiji @sardanarohit @PMOIndia @RubikaLiyaquat @RajatSharmaLive Kash ek picture muhhamad pr bhi bn Jaye...usne apne samne Jewish mahilao Ka rape kraya tha..kyuki ye allah Ka adesh tha...quran me bhi likha h...issh pr film bnni chahiye....,Normal Speech
@sidharthsAkira Not boy his old uncle now bachi ko date karne we Buddha jawaan toh nahi hoga jab bachi ko budha budha lagega tab naya bakra pakad Levi I mean alia se hai Jo uncle sarabi ko old ko date kar rahi hai I hate ranbir isne kat aur ab singal mother mahira ko bhi emotionally use karke,Hate Speech
Kub tak ase hi ladkiya rape Ka sikhar Hoti rhya ge PM shab kub tak Jin choti choti ladkiyo k sath rape KR k oun ko mar Diya jata ha oun ki Kay galti thi ki vo ladki thi bus Jo rape krta ha oun ko 5 10 year ki saja Hoti h bad m oun ko chod Diya jata h had h Kuch to kro @PMOInda,Normal Speech
@shhh__chupkaro Ab khtaam Hogaya 😂😂 tum mat larna mujh sy please I hate phaday bazi,Hate Speech
"But maine suffer kar RHA hoon,19yr ka ladka jo document main bhi 19yr police ki najar main adult hai hi nhi wah..wah re up police aaj bhi Desh jhut aur paise pe jivit hai na ki such pe.i hate BJP also up police . https://t.co/jD96crHgOG",Hate Speech
@sher_singhh @netanyahu @TheEllenShow @SrBachchan @juniorbachchan @rajcheerfull @imbhandarkar @vivek_oberoi Mei secular hu ...mei kattar hindu nahi hu jo aankh mund kar muslim se hate karata ho,Normal Speech
@nakisisedosti @mandarjoshisays @Nandan_400 @waglenikhil We take so much pain in studying for CA and assholes like you call us Nakli CA.. Saale khud puncture banake.. dusre kom ke ladkiyon ko rape karke katl karte hai aur khud ke dharm ke ladkiyon ko burqe mein kaid karke bakriyon ko rape karte hai..,Hate Speech
"@charlieangie999 @PMYogiji @PMOIndia @narendramodi Charlie, azadi charkhe se nehin balki lakho prano ki balidan ke badle ayahain,  ahinsa Ok,  But koi tumhara bahan ko rape karke murder karde to keya tum ahinsa follow karoge ? Agar aisa mera saath hota hain to main oose 72 tukro mein bantkar on camera daru ke saath kha jaunga.",Hate Speech
Shilpa shinde I hate u. Ghamandi. Ho aap Bahar akarbhi burai kr rhi ho.. U know what aap jeet k bhi hari ho and Hina haar k bhi jiti h smji Shilpa shinde.. Marathyanch nav matit milavl tuni,Hate Speech
"Twitter pe Hi karne ka natija,sirf haye hate karna rah jata hai.😁 https://t.co/w64QkTfnKQ",Normal Speech
@PMOIndia Respected PM Modi Ji Sabse pahele to crime horahe unko rokne k liye aise kanoon banaye k koi crime hi Na kare  rapiest ya gang rape  ko sidha phhasi ki saza ho koi bhi hamdardi Na ho,Normal Speech
@kailashwg @TimesNow Bhai chatne ka sukh hai bahut chato lekin rape victims ko gali na do. BJP sirf rape victims ko gali deti hai or rapeist ko bachati hai.,Hate Speech
manda uns hate ai https://t.co/ZiKi3gr8K9,Normal Speech
@mssk47_mhan @tavleen_singh Bharat me Muslim koun tha  tumahre maa bahno ko rape karke lutero ne  tumhe Muslim banaya tum BHE Hindu he the,Hate Speech
@IAmNewindia007 @ArvindKejriwal BJP ko kyon achha khe n? Har din nafrat wale hi muddle uthate hn ar Jin karabion/muddon par sarkar banaya we sari burayian inke ssrkar me aur chram par h. Modi achha bolte hn implement nhi karke.BJP nam k dokhe se safal huwe nhi to RSS ko des ki janta 1948. se hi nakar rakha h.,Hate Speech
@ArvindKejriwal Dhyan rkhan apna.. rape bahut ho rhe wahan,Normal Speech
"@anilvijminister Mantri ji,  kripa kar ke priority haryana mein ho rhe minor ladkiyon ke sath rape ko control laane mein karein na ki padmavat mein.",Normal Speech
@avish21711 @ZehraSpeaks After that I hate him now n ek baat Priyank ne bilkul Sahi boli BB mein koi jyada pretend nahi kar sakta jaise ki Priyank vo kaisa ghatiya ladka hai ye usne bb mein dikha Diya,Hate Speech
@gulaaabjamun @OxygenGum Bht hate hai yaar in k dil mein or mujhy waja nhe pata,Normal Speech
@kayrakapoor_ @sayeda20 loot lo mujhe .....itnii behen hai....or ye nhi ki koi bhabi bhi lekr aaye...i hate  u all my dear behenoo😥😥😥😥😥,Normal Speech
@PEAMOONBlN98 *make* jalannya hate hate #PEANTERIN,Normal Speech
@maria_fatah I hate this ad. Ap bhi baray ho k aise ads banain gi?,Hate Speech
@RaviMadForAkki @pid_gov EK baar Pakistan zaror visit karna bro  . Lahore zaror visit karna . Political hate he hai hum payar karnay walay hai . #sharewithlove,Normal Speech
@biggboss__poll Hina winner hone chaye thi aap logo ne galat inshan ko jeetaya hai I hate bb 11,Hate Speech
@cmohry @mlkhattar rape ki saja se kahin ladkiyon ka rape and murder na hone lage?????fatafat saza aur jail...zyada jarori hai...,Normal Speech
"@delenafraser Tamasha, jaane tuu yaa jaane naa, I hate luv stories, bachna ae haseeno",Normal Speech
i am anti Prakash rai no......... Prakash raj...... because i hate him.......his attitude....... https://t.co/0uCe8uTsfB,Hate Speech
@iqrarulhassan Ye rapist n killer pakra kyon nai ja raha is kutte ka b kisi gadhe se rape krwa k isse phansi deni chahiye,Hate Speech
Mam! kind your information...Karachi ki rooshniyan kon laya..? karachi operation by rangers kis na karvaya ? Altaf hussain par pabandi kis na lagaye...interior minister na..2013 mai kitna terrorism tha yaad hai..kitna qatal hota thay..2018 mai mai dekh lo karachi ki Roshniyaaan.. https://t.co/YfPXQ78Q79,Hate Speech
@rajattweets217 Ye Ap ki galat soch hai hamaray kitne Jawaan US ki war main Wazirstan Side main Shaheed hoye. 1 lahk se zaida hamaray log Terrorism main Shaheed hoye aur ap keh rahe ho Yeh Desh Yaa Army Jo khud itne affected hai terrorism se India main terrorism organized karti hai,Hate Speech
"@karkideva777 @SinghlaMoney @Haaris95 @deepikapadukone Film rls na karwaa ke history chng ho jayegi, jo hua tha usko dikhane mein kya galat? sarhad par jawan marta hai, usko bhi dikhaya jata hai, film mein, rape dikhate hein, real life mein 5 saal,  7 saal ki ladkiyon se rape hota hai, kya ye reality nahin hai, roko een sab ko pehle",Hate Speech
@ColorsTV @ShindeShilpaS Bhai tu dekh sabse pehle and now dont hate shilpa @TheRealityShows,Normal Speech
"@BeingSalmanKhan superb  koshish main lagi hui hai marya shakil ki salim jee kuch toh modi jee ke khilaf bolain,this is what i hate - we are one, if we want to be treated like one phir yeh sab dimaag main leker aane ki koi zaroorat nahin hai",Hate Speech
@some1_dare @SumitkadeI twitter hate hai bhai..aapko bhi pata hai..trolling sab taraf se hoti hai..so no issues..,Normal Speech
@ShkhRasheed Badsha bhag gai bat kar k had he koi  zaban deke aise mukar jae afsoos he shaikh sb i hate u,Hate Speech
"Sarkaar ko puchkar to ye maamle nahin hote. Ye to aadikaalon se hote rahe hain. Ye hai ki kabhi kam kabhi zyada hue hain. Jaise jaise social activities aur jansankhya badhti jaa rahi hai, us tarah ki ghatnayein badhti jaa rahi hain: RK Saini, @BJP4India on rape in #Haryana https://t.co/zRgvJpu1cC",Hate Speech
"@narendramodi Wah modiji..ek taraf Seeta mata ko poojtey hain. Dusri taraf apke Raman Malik saab ko jind me rape hui bachhi me honor killing ka angle hone ka andesha hai. 6 din me 8 rapes hue haryana me aur khattar saab ribbon katne,  padmaavat ban karne ya cow protectio me vyast hai. Wah ji.",Hate Speech
"Sarkaar ko puchkar to ye maamle nahin hote. Ye to aadikaalon se hote rahe hain. Ye hai ki kabhi kam kabhi zyada hue hain. Jaise jaise social activities aur jansankhya badhti jaa rahi hai, us tarah ki ghatnayein badhti jaa rahi hain: RK Saini, BJP on rape incidents in #Haryana https://t.co/5ejRCZxq65",Hate Speech
"I hate the song ""Swag se karenge sabka swagat"" coz sirf pan parag se hi swagat karte hai yaar.",Normal Speech
Ab pata chala pakistan mien bomb blast terrorism sab kuch hakomat k log khud kerte hai. Jaise Rao Anwar,Normal Speech
@RaghavAbhay @KhiladiGirlAppy Are m not her PA or advocate .. menu ki lena .. karo hate 😂😂😂😂  starting me meko bhi acchi nhi lagti thi .. phir lagne lag gayi .. aur fav ho gayi,Normal Speech
"Sarkaar ko puchkar to ye maamle nahin hote. Ye to aadikaalon se hote rahe hain. Ye hai ki kabhi kam kabhi zyada hue hain. Jaise jaise social activities aur jansankhya badhti jaa rahi hai, us tarah ki ghatnayein badhti jaa rahi hain: RK Saini, BJP on rape incidents in #Haryana",Hate Speech
@sambitswaraj Sambit patra jese paaltu kutto ke liye ek ms agar modi inki maa ka rape bhi karde to ye kahenge inki maa ka chracter kharab hai modi sahi he,Normal Speech
"@rajnathsingh @vijayrupanibjp @Kailashkher Sir ji yeh sab toh tik hai but #Haryana rape ke baad ""Garv'!!!! @mlkhattar",Normal Speech
@Fiona_J_P bass ye viku hina ka name kyun laata hai baar baar I just hate that,Hate Speech
"@ParrvezSadeo @BhaiyajiShit @DabbooRatnani @thedeol aur vaise bhi srk ne aisa kuch kia nai hai jo tum usko hate karo selfmade star hai vo .,respect karo",Normal Speech
"@Bilalh03 Bhai. Humne bas aik martaba terrorism sponsor kiya hai. Woh bhi Sri Lanka mein. Mai khud openly ye keh raha hun. LTTE ko humne support kiya, aur humne uski keemat chukai. Terrorists waisay hi hote.",Normal Speech
@ETV_Rajasthan @INCRajasthan @BJP4India @SachinPilot  I love bjp or modi par usse bhi jyada hate Vasundhara,Normal Speech
"@pksmalik @TimesNow Jab Bhartiya Mari ki Asmita roj rapists dwara tar tar hoti hai, tab apki raksha karne ki kshamta Kahan Chali jati hai. Sabse jyada rape Rajasthan me hote hain. Aaj ki dekhiye,Hazar saal purani kahaniyon se Prerna leejiye.",Normal Speech
@rssurjewala itne rape ek saath hone par lagta hai ye koi saazish hai congress ki,Hate Speech
@TalhaGhouri786 Bajye police ka nizam sahi kerne k ye duck rape ka lesson shamil kerna chahri hai bajye insaf ka mehakma sahi kere behayahi ko rokne k iqdam kare ye orat sex ki taleem dena chah rahi hai,Normal Speech
@rohit_sen @magadhsamraat1 @Sourav_Mishra @AshrafFem Ab rahi baat cousin se shaadi krne ki toh km se km hm shadi karte hain unse jo blood relation me nahi hain.. Tumhari tarah thodi ki apni ma bahan ka bhi rape kr do... Jyada gyan ho agar toh jaake apne babaon ko bhi do.. Asaram.. Nityanad.. Etc,Normal Speech
@ANI Jab tak rape ki saza fansi nahi hogi tab tak kanoon ka khauf nahi hoga.Sakht kanoon kyon nahi ban raha hai ye bhi sochne wali baat hai.,Normal Speech
@PMYogiji @sardanarohit @ippatel Shri krishna ne 16108 Shadi kiya to Krishna Rangoli Nhi mana raha hai .... Nahate huye Woman ko chhup ke dekhna Nude Woman ke Sath Rangoli manana 16108 shadi karna .. Gareebo Ke sath Rape karna ... Ye Krishna ka Asli Face tha ..... Kabhi Religion ki bhi study kar liya kro.,Hate Speech
@marry10192338 Anil Nagpal jo kundali ka v writer  hai..uska dhiyan ab kumkum se jyada kundali par hai .i hate kundali yr..,Hate Speech
@ShiKasVm @lostboy54 Yr...Puneesh ko blame nhi krun??Kya Vikas ne Puneesh se bola ki Shilpaji se mat btana ki maine tumhe aisa bataya hai...Puneesh ne ticket to finale task mein kya Shilpa ko dokha nhi diya??Pta nhi Puneesh se kaise logo ko itni mohabbat hai..Bt sorry I jst hate him,Hate Speech
@Markhoor_ @hAterofTTP @DuaMalik_14 @Nisharaza4 @Hurrumkhan @HifBaloch @SummayaMansoor @Mahnooramir235 Jnab bat ka rona rohain hain k kb tak ye racisim chalyga .....q in logo ko apny ap se door raka hain .....jb tak in logo ko hum gallein nhi lagayengy us waqt pak se terrorism khatam nhi hoge...,Normal Speech
"@AjazkhanActor @mohitkamboj_bjp rape huwa kuch nhi bola, hatya hui kuch nhi, bacche mare kuch nhii dange karwae kuch nhi #IStandWithAjazKhan",Normal Speech
@Interceptors Bhai HT padho...Gang ka bhanda fod hua hai...fake rape ki report karke vasooli karne vaale...5 cases the,Normal Speech
@SHYAMSUNDERDWI2 @ajitanjum Agar Tina Marne ka shauk hai to unko maro ho rape karte hain...Rajput Raksha karte the ....par tum log to Rajput ke naam par KALANK ho,Hate Speech
Han Zainab ka rape and murder toh afghaniyon nay hi kiya tha na - saaf suthron ki shakal dekho https://t.co/aeDcH7NElo,Hate Speech
@mehvshrana I hate polyurethane. Naam na lou uska,Hate Speech
"@ManojTiwariMP @ArvindKejriwal @TwitterIndia @BJP4Delhi @narendramodi @BJP4India @AmitShah @Dr_Uditraj @malviyamit @neelkantbakshi @RajivBabbarbjp @Gupta_vijender Oh,kayi seniko ke sahid hone per Modi, bachhe Marne per yogi, nabaliko se rape per khatter se Bola must go?",Normal Speech
