hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,0,77,2017,August,33,17,0,2,2,2.0,0,BB,ESP,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,9.0,,0,Transient,240.0,0,1,Check-Out,19-08-17
Resort Hotel,0,42,2015,September,38,16,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,86.0,1,1,Check-Out,19-09-15
City Hotel,0,23,2017,March,9,2,0,3,1,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,88.0,0,1,Check-Out,05-03-17
City Hotel,1,391,2016,August,32,4,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,21-10-15
Resort Hotel,0,8,2017,February,6,7,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,3,A,E,0,No Deposit,,113.0,0,Transient,35.0,0,0,Check-Out,08-02-17
Resort Hotel,0,14,2016,August,35,22,1,3,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,E,E,0,No Deposit,250.0,,0,Transient,198.0,0,0,Check-Out,26-08-16
City Hotel,0,25,2016,December,51,13,0,4,1,0.0,0,BB,EST,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,79.9,0,1,Check-Out,17-12-16
City Hotel,1,137,2016,November,47,14,1,3,2,0.0,0,SC,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,75.9,0,0,Canceled,30-06-16
City Hotel,0,3,2017,June,24,11,2,2,1,0.0,0,BB,DEU,Aviation,Corporate,1,0,1,A,A,0,No Deposit,,153.0,0,Transient,95.0,0,0,Check-Out,15-06-17
Resort Hotel,0,236,2016,September,37,10,2,5,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,,,0,Transient,100.89,0,0,Check-Out,17-09-16
City Hotel,1,56,2016,March,11,12,2,2,1,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,63.75,0,0,Canceled,27-02-16
Resort Hotel,1,28,2017,February,8,19,2,5,2,0.0,0,HB,ITA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,100.0,0,1,Canceled,30-01-17
Resort Hotel,0,9,2017,August,34,22,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,210.0,0,2,Check-Out,29-08-17
City Hotel,0,3,2016,March,10,1,0,3,1,0.0,0,BB,PRT,Complementary,Direct,1,0,2,A,A,2,No Deposit,,46.0,0,Transient,56.0,1,1,Check-Out,04-03-16
City Hotel,1,111,2016,August,33,8,1,3,3,0.0,0,BB,DNK,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,146.7,0,1,Canceled,02-05-16
City Hotel,1,349,2015,October,40,1,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Contract,62.0,0,0,Canceled,01-01-15
City Hotel,1,69,2016,November,45,4,0,1,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,79.2,0,2,Canceled,09-10-16
Resort Hotel,0,9,2017,February,5,4,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,177.0,,0,Transient,49.0,1,0,Check-Out,11-02-17
City Hotel,1,146,2016,April,18,24,2,0,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,26.0,,50,Transient,95.0,0,0,Canceled,19-01-16
Resort Hotel,1,38,2016,July,31,29,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,179.0,0,0,Canceled,19-07-16
City Hotel,0,0,2016,March,12,16,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,2,A,D,0,No Deposit,,40.0,0,Transient,65.0,0,1,Check-Out,17-03-16
City Hotel,1,63,2016,November,45,4,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,97.2,0,1,Canceled,27-10-16
City Hotel,0,42,2016,March,13,25,1,2,2,0.0,0,SC,BRA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,138.0,,0,Transient,62.8,0,0,Check-Out,28-03-16
Resort Hotel,0,288,2015,September,36,2,1,4,2,0.0,0,BB,CZE,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,240.0,,0,Transient-Party,110.7,0,0,Check-Out,07-09-15
City Hotel,0,9,2016,April,18,29,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,29.0,,0,Transient-Party,110.0,0,0,Check-Out,01-05-16
City Hotel,1,105,2017,May,20,19,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,160.0,0,0,Canceled,03-02-17
City Hotel,0,214,2017,May,22,28,2,4,2,0.0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,115.8,0,0,Check-Out,03-06-17
Resort Hotel,1,135,2016,October,43,22,2,2,2,2.0,0,BB,SWE,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,118.0,0,0,Canceled,20-06-16
City Hotel,0,23,2016,April,14,2,2,2,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85.0,,0,Transient,95.0,0,2,Check-Out,06-04-16
City Hotel,1,139,2017,April,14,8,2,2,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.0,0,0,Canceled,25-03-17
City Hotel,0,95,2017,March,13,31,1,2,2,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,110.4,0,1,Check-Out,03-04-17
City Hotel,0,73,2016,June,25,16,0,3,1,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,115.04,0,1,Check-Out,19-06-16
Resort Hotel,0,0,2016,November,49,29,0,2,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,38.0,0,0,Check-Out,01-12-16
City Hotel,1,272,2016,August,32,5,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,41,Transient,65.0,0,0,Canceled,18-12-15
City Hotel,0,0,2017,March,11,14,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,408.0,0,Transient,95.0,0,0,Check-Out,15-03-17
City Hotel,0,65,2016,May,20,12,2,3,2,0.0,0,BB,DEU,Direct,Direct,0,0,0,D,D,1,No Deposit,14.0,,0,Transient,127.5,0,0,Check-Out,17-05-16
City Hotel,1,283,2015,July,31,27,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Contract,62.0,0,0,Canceled,01-01-15
City Hotel,1,307,2015,August,34,20,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Contract,62.0,0,0,Canceled,01-01-15
City Hotel,0,3,2017,April,14,3,1,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Transient,94.0,0,0,Check-Out,05-04-17
City Hotel,1,260,2015,July,27,4,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient-Party,62.0,0,0,Canceled,16-06-15
City Hotel,0,1,2017,August,33,19,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,173.5,0,1,Check-Out,20-08-17
Resort Hotel,1,94,2016,November,47,17,1,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,37.8,0,1,Canceled,31-08-16
City Hotel,0,177,2017,August,31,4,2,5,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,112.5,0,2,Check-Out,11-08-17
City Hotel,0,183,2017,May,22,28,2,0,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,108.0,0,1,Check-Out,30-05-17
City Hotel,0,53,2015,November,47,18,0,3,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,29.0,,0,Transient-Party,65.0,0,0,Check-Out,21-11-15
Resort Hotel,0,3,2016,June,26,25,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient-Party,141.0,1,0,Check-Out,26-06-16
City Hotel,0,32,2016,October,44,29,0,1,2,0.0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,109.0,0,2,Check-Out,30-10-16
City Hotel,0,17,2017,January,4,28,2,3,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,9.0,,0,Transient,134.8,1,3,Check-Out,02-02-17
Resort Hotel,0,5,2015,December,50,9,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,196.0,61.0,0,Transient,25.0,0,0,Check-Out,11-12-15
Resort Hotel,0,0,2017,January,1,4,0,3,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,,270.0,0,Transient,35.0,0,0,Check-Out,07-01-17
City Hotel,1,104,2015,August,36,30,2,1,2,0.0,0,HB,ESP,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,90.0,0,0,Canceled,22-07-15
Resort Hotel,0,0,2015,July,28,7,0,4,2,0.0,0,BB,NLD,Direct,Direct,0,0,0,A,A,2,No Deposit,,,0,Transient,98.0,0,0,Check-Out,11-07-15
City Hotel,1,91,2017,May,19,11,0,3,2,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,174.0,0,0,Canceled,10-02-17
City Hotel,1,37,2016,March,10,1,0,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,95.4,0,1,Canceled,22-02-16
City Hotel,1,163,2017,April,15,13,1,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,137.25,0,2,Canceled,16-11-16
City Hotel,0,142,2017,June,24,16,0,1,2,0.0,0,SC,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.0,0,2,Check-Out,17-06-17
Resort Hotel,0,0,2016,August,32,4,0,1,4,0.0,0,BB,PRT,Direct,Direct,1,0,0,C,C,1,No Deposit,,,0,Transient,205.0,0,0,Check-Out,05-08-16
Resort Hotel,1,112,2017,August,35,31,0,3,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,230.0,0,0,Canceled,16-08-17
City Hotel,1,324,2017,August,32,8,0,5,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,107.1,0,2,Canceled,10-10-16
City Hotel,0,37,2016,October,43,19,0,1,2,0.0,0,SC,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,52.0,,0,Transient,76.5,0,1,Check-Out,20-10-16
City Hotel,1,121,2017,August,33,19,2,3,2,2.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,168.0,,0,Transient,178.5,0,0,Canceled,20-04-17
City Hotel,1,115,2016,February,9,27,2,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,134.0,,0,Transient-Party,60.0,0,0,No-Show,27-02-16
City Hotel,0,282,2015,October,41,10,2,1,2,0.0,0,BB,SWE,Offline TA/TO,TA/TO,0,0,0,A,F,0,No Deposit,21.0,,0,Transient-Party,76.67,0,0,Check-Out,13-10-15
City Hotel,0,27,2017,April,17,29,2,2,2,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,137.0,0,3,Check-Out,03-05-17
City Hotel,1,37,2017,March,11,15,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,378.0,,0,Transient,110.0,0,0,Canceled,06-02-17
City Hotel,1,277,2016,November,46,7,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,100.0,0,0,Canceled,04-04-16
City Hotel,0,34,2016,September,38,11,2,0,2,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.1,0,2,Check-Out,13-09-16
City Hotel,1,90,2016,June,27,28,1,5,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,114.3,0,0,Canceled,31-03-16
City Hotel,1,126,2016,April,16,14,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,39,Transient,65.0,0,0,Canceled,18-01-16
Resort Hotel,0,69,2016,August,35,25,0,2,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,,0,Transient,145.53,0,1,Check-Out,27-08-16
City Hotel,0,271,2017,March,11,16,2,3,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,74.8,0,1,Check-Out,21-03-17
Resort Hotel,0,329,2016,September,37,5,3,6,3,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40.0,,0,Contract,130.8,0,0,Check-Out,14-09-16
Resort Hotel,0,13,2015,October,41,7,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Transient,58.0,0,0,Check-Out,08-10-15
City Hotel,0,0,2017,May,20,19,0,1,1,0.0,0,BB,PRT,Aviation,Corporate,0,0,0,A,A,0,No Deposit,,153.0,0,Transient,144.0,0,0,Check-Out,20-05-17
City Hotel,0,233,2016,September,36,3,1,1,2,0.0,0,HB,ITA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,96.0,0,1,Check-Out,05-09-16
City Hotel,0,12,2016,February,8,14,2,1,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient-Party,87.0,0,1,Check-Out,17-02-16
City Hotel,1,124,2016,July,29,16,2,1,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,118.8,0,1,Canceled,10-07-16
City Hotel,1,67,2016,October,42,11,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,99.71,0,0,Canceled,18-08-16
Resort Hotel,1,240,2017,June,25,22,2,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,315.0,,0,Contract,81.9,0,1,Canceled,10-04-17
City Hotel,1,175,2016,August,32,2,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,105.3,0,0,Canceled,10-02-16
City Hotel,0,84,2016,April,18,29,1,2,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85.0,,0,Transient,89.75,0,0,Check-Out,02-05-16
City Hotel,0,0,2016,January,4,20,0,1,2,0.0,0,BB,PRT,Complementary,Direct,1,3,10,G,G,1,No Deposit,,45.0,0,Transient,0.0,0,1,Check-Out,21-01-16
City Hotel,1,188,2016,June,25,15,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,119.0,,39,Transient,130.0,0,0,Canceled,18-01-16
Resort Hotel,0,131,2016,July,28,9,3,6,2,1.0,0,BB,,Direct,Direct,0,0,0,C,I,0,No Deposit,,,0,Transient,0.0,1,0,Check-Out,18-07-16
City Hotel,0,359,2016,October,42,14,2,3,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21.0,,0,Transient-Party,78.0,0,1,Check-Out,19-10-16
City Hotel,0,140,2017,April,17,28,2,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,119.0,,0,Transient-Party,130.0,0,1,Check-Out,02-05-17
Resort Hotel,0,210,2016,September,40,30,3,7,1,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,314.0,,0,Transient,89.34,0,1,Check-Out,10-10-16
City Hotel,1,34,2017,June,25,18,3,5,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8.0,,0,Transient,161.5,0,1,No-Show,18-06-17
Resort Hotel,0,99,2015,July,27,3,2,7,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40.0,,0,Contract,58.95,0,0,Check-Out,12-07-15
City Hotel,0,47,2017,January,1,6,1,2,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,93.6,0,1,Check-Out,09-01-17
City Hotel,1,110,2015,July,30,25,2,1,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,,0,Transient-Party,94.5,0,0,Canceled,22-07-15
Resort Hotel,1,127,2015,August,33,9,4,10,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,29.0,,0,Transient-Party,120.0,0,1,Canceled,03-06-15
City Hotel,0,175,2017,June,23,9,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,0,Transient-Party,0.0,0,0,Check-Out,11-06-17
City Hotel,1,90,2016,December,52,21,0,3,2,0.0,0,BB,IND,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,93.6,0,1,Canceled,13-12-16
Resort Hotel,0,28,2017,February,8,23,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,69.71,0,2,Check-Out,02-03-17
City Hotel,1,96,2016,October,41,3,1,1,1,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.0,0,3,Canceled,27-08-16
Resort Hotel,0,6,2016,May,23,29,1,0,2,0.0,0,BB,IND,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,240.0,,0,Transient,94.0,0,0,Check-Out,30-05-16
Resort Hotel,0,20,2016,May,21,19,0,3,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,107.0,0,1,Check-Out,22-05-16
Resort Hotel,0,17,2016,February,6,6,2,2,2,1.0,0,HB,PRT,Direct,Direct,0,0,0,G,G,1,No Deposit,250.0,,0,Transient,146.5,1,1,Check-Out,10-02-16
City Hotel,0,257,2015,July,27,1,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient,101.5,0,0,Check-Out,03-07-15
City Hotel,0,83,2016,May,19,1,2,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,75.0,0,0,Check-Out,05-05-16
City Hotel,0,61,2015,October,41,4,2,0,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,12.0,,0,Transient-Party,91.0,0,0,Check-Out,06-10-15
City Hotel,1,105,2016,July,30,23,0,1,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,137.7,0,0,Canceled,23-05-16
City Hotel,1,273,2017,May,21,24,0,3,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,9.0,,0,Transient,108.95,0,2,Canceled,05-01-17
City Hotel,0,26,2015,September,39,21,1,3,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,124.0,0,0,Check-Out,25-09-15
Resort Hotel,1,121,2016,April,15,9,2,5,2,0.0,0,HB,GBR,Groups,Direct,0,0,0,D,D,0,Non Refund,273.0,,0,Transient,72.0,0,0,Canceled,14-01-16
City Hotel,1,163,2016,September,37,7,0,2,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,116.1,0,0,Canceled,30-03-16
City Hotel,1,27,2016,June,24,9,0,1,2,0.0,0,BB,PRT,Offline TA/TO,Corporate,0,0,0,A,A,0,No Deposit,191.0,,0,Transient-Party,120.0,0,0,Canceled,02-06-16
City Hotel,0,31,2016,June,25,12,2,3,2,1.0,0,BB,HUN,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,126.9,0,2,Check-Out,17-06-16
City Hotel,1,162,2017,April,13,1,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,296.0,,0,Transient-Party,98.0,0,0,Canceled,10-01-17
City Hotel,0,254,2016,September,40,29,1,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,100.3,0,1,Check-Out,03-10-16
City Hotel,0,157,2016,December,50,8,0,3,2,0.0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,83.0,,0,Transient-Party,68.0,0,0,Check-Out,11-12-16
City Hotel,0,18,2016,May,20,10,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,146.0,0,1,Check-Out,13-05-16
Resort Hotel,1,7,2016,October,41,5,1,4,2,0.0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,,405.0,0,Transient-Party,50.0,0,0,Canceled,28-09-16
City Hotel,1,0,2015,August,33,14,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,109.0,0,0,Canceled,14-08-15
City Hotel,0,243,2017,May,22,29,1,0,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,107.1,0,1,Check-Out,30-05-17
City Hotel,1,156,2017,April,17,26,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,,0,Transient,100.0,0,0,Canceled,21-11-16
Resort Hotel,1,36,2017,August,33,16,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241.0,,0,Transient,208.8,0,1,Canceled,12-07-17
City Hotel,0,146,2017,June,25,20,0,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,117.0,0,0,Check-Out,22-06-17
City Hotel,0,9,2016,January,5,29,0,2,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,9.0,,0,Transient-Party,78.25,0,1,Check-Out,31-01-16
City Hotel,0,0,2017,February,7,12,0,0,2,0.0,0,BB,PRT,Direct,Direct,1,0,0,A,A,1,No Deposit,,,0,Transient,0.0,0,0,Check-Out,12-02-17
City Hotel,0,192,2016,June,26,24,0,2,1,0.0,0,BB,SRB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,34.0,,0,Transient-Party,95.0,0,0,Check-Out,26-06-16
City Hotel,1,87,2015,September,37,11,0,1,1,0.0,0,BB,FRA,Groups,Corporate,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,100.0,0,0,Canceled,30-06-15
City Hotel,1,164,2017,May,20,15,1,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,160.0,0,0,Canceled,31-01-17
City Hotel,1,6,2016,February,6,4,1,3,2,1.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,109.0,0,1,Canceled,01-02-16
City Hotel,0,4,2015,September,37,8,0,4,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,75.0,0,2,Check-Out,12-09-15
City Hotel,0,92,2017,June,24,15,0,1,2,0.0,0,BB,BEL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,42.0,,0,Transient,89.1,0,0,Check-Out,16-06-17
City Hotel,0,206,2017,July,30,27,0,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,130.5,0,2,Check-Out,29-07-17
City Hotel,1,226,2017,July,28,9,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,110.0,0,0,Canceled,25-11-16
City Hotel,0,153,2017,April,17,27,0,2,2,0.0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,96.25,0,0,Check-Out,29-04-17
City Hotel,1,437,2016,May,19,2,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,60.0,0,0,Canceled,14-03-16
Resort Hotel,0,47,2016,November,47,19,2,3,2,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,37.8,0,2,Check-Out,24-11-16
City Hotel,0,159,2016,April,15,9,1,1,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,0,Transient-Party,70.0,0,1,Check-Out,11-04-16
City Hotel,0,99,2016,July,28,3,2,1,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,186.3,0,2,Check-Out,06-07-16
Resort Hotel,0,244,2015,September,36,2,2,5,2,0.0,0,BB,IRL,Groups,TA/TO,0,0,0,A,A,0,No Deposit,96.0,,0,Transient-Party,57.0,0,0,Check-Out,09-09-15
City Hotel,0,26,2015,November,45,3,1,5,2,0.0,0,BB,PAN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.45,0,0,Check-Out,09-11-15
City Hotel,0,17,2017,February,6,10,0,2,1,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,57.06,0,0,Check-Out,12-02-17
Resort Hotel,0,169,2016,April,16,16,2,4,3,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,C,1,No Deposit,196.0,,0,Transient,80.1,0,1,Check-Out,22-04-16
Resort Hotel,1,157,2017,August,32,6,4,5,3,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,5.0,,0,Transient,250.0,0,0,Canceled,23-03-17
